reaction_time_variance,reaction_time_mean,accuracy_mean,is_cheater
1728.1111279858826,244.02051114617225,15.414181057750033,0
1887.9845036450308,248.93812394336115,14.738305323573115,0
1297.0281558060756,253.62991920726185,15.781487022953101,0
1981.6255557446989,247.06788419435026,15.517594667238622,0
1694.689250960953,253.4702361619734,16.09389520958486,0
1472.6634866897748,245.06022074476658,15.548326260314909,0
1066.1956882345462,263.6921215966978,16.2821220361403,0
1012.6326487203926,252.78515486568668,15.028891869128339,0
1191.243717062812,246.14549541173582,17.13461061387939,0
1153.728360052522,256.5882432203577,14.52638185099875,0
1263.8800858138875,243.64425784810678,16.374667565778918,0
1573.6934256215143,246.9074935810051,14.548373414852168,0
1635.5145769381252,245.33861520364525,16.27903952571878,0
1895.4152758653065,241.8613252336883,16.365467935542164,0
2023.0354063634597,257.3872877193278,13.701350507916974,0
811.6821184869148,246.8109995846155,13.477047550394497,0
1128.142117636328,261.82894130192625,14.215114696527626,0
1451.0496201845658,256.0566191306711,13.89653352887989,0
1416.4973987598344,245.3263805807178,14.841434591147168,0
1118.1008219950797,234.49806647583478,14.564043440632858,0
1921.9689918976862,237.9942938078053,14.416003379745643,0
1464.528709588029,239.74500474420037,15.055275324766395,0
2080.8723860772966,249.13439356584132,15.107990143424335,0
1183.6489102010187,261.6682272793079,14.656630883099833,0
1329.6269465882424,253.34904857492796,14.0750560884639,0
913.0833488536266,256.57679103880815,15.473357634201562,0
928.0984042789107,253.22462769782516,14.346362370369985,0
1256.3229844147495,257.06611231817203,13.487654644174444,0
2007.1111259567847,245.34151317701836,16.308809853536424,0
1361.9584817347763,251.38369104818648,15.326213362719423,0
1445.0661802678562,255.1230890593854,14.975380306601096,0
1817.9296685252764,259.5363482344939,14.886344049139609,0
1068.7977946261415,245.40694096177782,15.01684132912212,0
2007.2211958478715,249.3583825483559,12.20604643374821,0
1011.4375809914307,251.8511213303862,14.833657294965136,0
1728.010607880542,238.4887111124739,15.009708778293506,0
1156.3048210272198,248.62068634809734,15.440190839353543,0
963.6363859434878,250.3537848881921,14.273144318655664,0
893.5523404141759,255.843540025889,15.555620531703003,0
1138.4399848613634,258.87814591913957,14.234085274042414,0
730.6311354978459,246.66884069828592,16.85121775398297,0
1187.7429503076557,256.6075658092115,14.443183606897984,0
2254.933152466077,246.99741746715887,14.939442675077695,0
1321.1565313463873,258.2994841008766,16.41156075669632,0
2034.022902248988,240.82941180769322,16.01697200541643,0
1765.0614347927826,249.77682697935438,14.445057565660935,0
2389.042398405057,259.6382783114435,13.95304149998643,0
2043.940605126741,254.9916447967674,14.931598685609533,0
1296.7654119343565,256.1174212039428,15.651646586462466,0
1216.0430894654642,243.77863865044574,16.54375992261053,0
2254.524344837251,239.46831726369828,15.037568816361542,0
2108.588911478803,243.98488000928515,14.281150336015784,0
1736.782311544882,251.68564371526153,15.408103989319349,0
857.5087325911445,245.84740319507824,13.70762015950424,0
1157.1412562945125,244.88903928747496,15.185979664139861,0
1361.7133037480748,252.9872766991029,16.072059560742872,0
1295.0195425063387,246.6372946997234,14.521804525877334,0
2042.2975233898383,258.9913057263146,16.95925410855513,0
1224.327468792289,241.49044754107422,13.55553793789367,0
